trade_id,signal_type,zone_name,entry_time,entry_price,target_price,exit_time,exit_price,exit_type,pnl,hold_duration,entry_date,exit_date,entry_hour,exit_hour
424,BUY,res1,2024-07-26 16:27:00,18388.75,18463.75,2024-07-26 16:30:00,18374.25,FORCE_EXIT,-14.5,3.0,2024-07-26,2024-07-26,16:27,16:30
425,BUY,res1,2024-07-29 11:37:00,18463.95,18538.95,2024-07-29 13:57:00,18446.95,STOP_LOSS,-17.0,140.0,2024-07-29,2024-07-29,11:37,13:57
426,SELL,sup1,2024-07-29 14:22:00,18437.95,18362.95,2024-07-29 14:33:00,18470.45,STOP_LOSS,-32.5,11.0,2024-07-29,2024-07-29,14:22,14:33
427,BUY,sup1,2024-07-29 14:34:00,18469.95,18544.95,2024-07-29 14:57:00,18444.45,STOP_LOSS,-25.5,23.0,2024-07-29,2024-07-29,14:34,14:57
428,SELL,res1,2024-07-29 14:58:00,18443.95,18368.95,2024-07-29 15:50:00,18367.95,TARGET,76.0,52.0,2024-07-29,2024-07-29,14:58,15:50
429,SELL,res1,2024-07-30 09:53:00,18368.05,18293.05,2024-07-30 12:31:00,18412.55,STOP_LOSS,-44.5,158.0,2024-07-30,2024-07-30,09:53,12:31
430,BUY,res1,2024-07-30 12:32:00,18411.55,18486.55,2024-07-30 16:30:00,18443.55,FORCE_EXIT,32.0,238.0,2024-07-30,2024-07-30,12:32,16:30
431,SELL,res1,2024-07-31 10:12:00,18519.05,18444.05,2024-07-31 15:44:00,18443.05,TARGET,76.0,332.0,2024-07-31,2024-07-31,10:12,15:44
432,BUY,sup1,2024-07-31 16:16:00,18499.05,18574.05,2024-07-31 16:30:00,18492.05,FORCE_EXIT,-7.0,14.0,2024-07-31,2024-07-31,16:16,16:30
433,SELL,res1,2024-08-01 09:01:00,18401.6,18326.6,2024-08-01 09:47:00,18322.65,TARGET,78.94999999999709,46.0,2024-08-01,2024-08-01,09:01,09:47
434,SELL,sup1,2024-08-01 14:51:00,18268.15,18193.15,2024-08-01 15:02:00,18305.15,STOP_LOSS,-37.0,11.0,2024-08-01,2024-08-01,14:51,15:02
